 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03768611e-10  1.88484543e-01  5.40921116e-09  3.96139290e-01  4.56946660e-09  5.04997254e-01 
 1.04736719e+08  1.03768607e-10  1.97411852e-01  5.40926153e-09  4.14896941e-01  4.56951252e-09  5.28909118e-01 
 1.09697804e+08  1.03768602e-10  2.06761923e-01  5.40931677e-09  4.34542129e-01  4.56956288e-09  5.53952339e-01 
 1.14893881e+08  1.03768597e-10  2.16554765e-01  5.40937733e-09  4.55116748e-01  4.56961809e-09  5.80180306e-01 
 1.20336082e+08  1.03768592e-10  2.26811334e-01  5.40944374e-09  4.76664652e-01  4.56967862e-09  6.07648910e-01 
 1.26036065e+08  1.03768586e-10  2.37553575e-01  5.40951655e-09  4.99231748e-01  4.56974498e-09  6.36416652e-01 
 1.32006039e+08  1.03768579e-10  2.48804471e-01  5.40959637e-09  5.22866085e-01  4.56981772e-09  6.66544761e-01 
 1.38258795e+08  1.03768572e-10  2.60588089e-01  5.40968387e-09  5.47617954e-01  4.56989746e-09  6.98097316e-01 
 1.44807726e+08  1.03768564e-10  2.72929634e-01  5.40977979e-09  5.73539985e-01  4.56998485e-09  7.31141378e-01 
 1.51666862e+08  1.03768556e-10  2.85855497e-01  5.40988492e-09  6.00687256e-01  4.57008064e-09  7.65747115e-01 
 1.58850896e+08  1.03768546e-10  2.99393317e-01  5.41000014e-09  6.29117394e-01  4.57018560e-09  8.01987939e-01 
 1.66375217e+08  1.03768536e-10  3.13572035e-01  5.41012641e-09  6.58890693e-01  4.57030062e-09  8.39940651e-01 
 1.74255944e+08  1.03768525e-10  3.28421957e-01  5.41026477e-09  6.90070226e-01  4.57042664e-09  8.79685581e-01 
 1.82509959e+08  1.03768512e-10  3.43974815e-01  5.41041637e-09  7.22721965e-01  4.57056470e-09  9.21306739e-01 
 1.91154944e+08  1.03768499e-10  3.60263837e-01  5.41058245e-09  7.56914904e-01  4.57071592e-09  9.64891965e-01 
 2.00209417e+08  1.03768484e-10  3.77323814e-01  5.41076437e-09  7.92721181e-01  4.57088155e-09  1.01053309e+00 
 2.09692776e+08  1.03768467e-10  3.95191173e-01  5.41096362e-09  8.30216211e-01  4.57106292e-09  1.05832608e+00 
 2.19625334e+08  1.03768449e-10  4.13904053e-01  5.41118182e-09  8.69478813e-01  4.57126150e-09  1.10837122e+00 
 2.30028370e+08  1.03768429e-10  4.33502383e-01  5.41142073e-09  9.10591345e-01  4.57147889e-09  1.16077325e+00 
 2.40924169e+08  1.03768407e-10  4.54027967e-01  5.41168226e-09  9.53639833e-01  4.57171681e-09  1.21564153e+00 
 2.52336071e+08  1.03768383e-10  4.75524569e-01  5.41196852e-09  9.98714106e-01  4.57197716e-09  1.27309021e+00 
 2.64288522e+08  1.03768357e-10  4.98038000e-01  5.41228176e-09  1.04590793e+00  4.57226199e-09  1.33323838e+00 
 2.76807128e+08  1.03768329e-10  5.21616217e-01  5.41262446e-09  1.09531914e+00  4.57257351e-09  1.39621019e+00 
 2.89918705e+08  1.03768297e-10  5.46309414e-01  5.41299930e-09  1.14704974e+00  4.57291415e-09  1.46213501e+00 
 3.03651341e+08  1.03768262e-10  5.72170129e-01  5.41340918e-09  1.20120606e+00  4.57328651e-09  1.53114754e+00 
