 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03769139e-10  3.79364212e-01  5.41210388e-09  7.31038773e-01  4.57106424e-09  9.57441513e-01 
 1.04736719e+08  1.03769114e-10  3.97328175e-01  5.41215454e-09  7.65648635e-01  4.57111043e-09  1.00276831e+00 
 1.09697804e+08  1.03769087e-10  4.16142228e-01  5.41221003e-09  8.01895199e-01  4.57116104e-09  1.05023831e+00 
 1.14893881e+08  1.03769057e-10  4.35846517e-01  5.41227083e-09  8.39855575e-01  4.57121647e-09  1.09995243e+00 
 1.20336082e+08  1.03769024e-10  4.56483070e-01  5.41233742e-09  8.79610456e-01  4.57127717e-09  1.15201624e+00 
 1.26036065e+08  1.03768988e-10  4.78095887e-01  5.41241034e-09  9.21244278e-01  4.57134364e-09  1.20654024e+00 
 1.32006039e+08  1.03768949e-10  5.00731027e-01  5.41249020e-09  9.64845388e-01  4.57141641e-09  1.26363999e+00 
 1.38258795e+08  1.03768906e-10  5.24436705e-01  5.41257762e-09  1.01050621e+00  4.57149606e-09  1.32343638e+00 
 1.44807726e+08  1.03768858e-10  5.49263387e-01  5.41267332e-09  1.05832341e+00  4.57158322e-09  1.38605582e+00 
 1.51666862e+08  1.03768806e-10  5.75263893e-01  5.41277805e-09  1.10839810e+00  4.57167859e-09  1.45163050e+00 
 1.58850896e+08  1.03768749e-10  6.02493506e-01  5.41289264e-09  1.16083600e+00  4.57178291e-09  1.52029860e+00 
 1.66375217e+08  1.03768686e-10  6.31010077e-01  5.41301798e-09  1.21574763e+00  4.57189700e-09  1.59220453e+00 
 1.74255944e+08  1.03768618e-10  6.60874145e-01  5.41315506e-09  1.27324853e+00  4.57202172e-09  1.66749916e+00 
 1.82509959e+08  1.03768542e-10  6.92149053e-01  5.41330494e-09  1.33345939e+00  4.57215804e-09  1.74634009e+00 
 1.91154944e+08  1.03768460e-10  7.24901073e-01  5.41346874e-09  1.39650631e+00  4.57230697e-09  1.82889184e+00 
 2.00209417e+08  1.03768369e-10  7.59199534e-01  5.41364772e-09  1.46252097e+00  4.57246964e-09  1.91532611e+00 
 2.09692776e+08  1.03768269e-10  7.95116952e-01  5.41384321e-09  1.53164082e+00  4.57264723e-09  2.00582201e+00 
 2.19625334e+08  1.03768160e-10  8.32729171e-01  5.41405665e-09  1.60400927e+00  4.57284105e-09  2.10056626e+00 
 2.30028370e+08  1.03768040e-10  8.72115501e-01  5.41428960e-09  1.67977587e+00  4.57305247e-09  2.19975337e+00 
 2.40924169e+08  1.03767909e-10  9.13358867e-01  5.41454373e-09  1.75909650e+00  4.57328299e-09  2.30358585e+00 
 2.52336071e+08  1.03767764e-10  9.56545956e-01  5.41482084e-09  1.84213351e+00  4.57353420e-09  2.41227432e+00 
 2.64288522e+08  1.03767606e-10  1.00176737e+00  5.41512285e-09  1.92905587e+00  4.57380783e-09  2.52603763e+00 
 2.76807128e+08  1.03767433e-10  1.04911779e+00  5.41545184e-09  2.02003925e+00  4.57410569e-09  2.64510295e+00 
 2.89918705e+08  1.03767242e-10  1.09869613e+00  5.41581001e-09  2.11526618e+00  4.57442973e-09  2.76970569e+00 
 3.03651341e+08  1.03767033e-10  1.15060570e+00  5.41619972e-09  2.21492603e+00  4.57478203e-09  2.90008954e+00 
 3.18034453e+08  1.03766804e-10  1.20495438e+00  5.41662349e-09  2.31921502e+00  4.57516481e-09  3.03650621e+00 
 3.33098852e+08  1.03766552e-10  1.26185478e+00  5.41708399e-09  2.42833619e+00  4.57558039e-09  3.17921524e+00 
 3.48876811e+08  1.03766276e-10  1.32142442e+00  5.41758407e-09  2.54249925e+00  4.57603126e-09  3.32848356e+00 
 3.65402126e+08  1.03765973e-10  1.38378588e+00  5.41812675e-09  2.66192037e+00  4.57652005e-09  3.48458502e+00 
 3.82710200e+08  1.03765640e-10  1.44906698e+00  5.41871522e-09  2.78682188e+00  4.57704952e-09  3.64779963e+00 
 4.00838108e+08  1.03765276e-10  1.51740094e+00  5.41935286e-09  2.91743183e+00  4.57762261e-09  3.81841267e+00 
 4.19824685e+08  1.03764875e-10  1.58892657e+00  5.42004328e-09  3.05398345e+00  4.57824239e-09  3.99671357e+00 
 4.39710602e+08  1.03764436e-10  1.66378836e+00  5.42079025e-09  3.19671446e+00  4.57891213e-09  4.18299451e+00 
 4.60538460e+08  1.03763954e-10  1.74213668e+00  5.42159779e-09  3.34586611e+00  4.57963524e-09  4.37754873e+00 
 4.82352874e+08  1.03763425e-10  1.82412791e+00  5.42247014e-09  3.50168218e+00  4.58041537e-09  4.58066849e+00 
 5.05200577e+08  1.03762844e-10  1.90992453e+00  5.42341181e-09  3.66440760e+00  4.58125634e-09  4.79264272e+00 
 5.29130511e+08  1.03762207e-10  1.99969525e+00  5.42442757e-09  3.83428693e+00  4.58216222e-09  5.01375416e+00 
 5.54193938e+08  1.03761508e-10  2.09361511e+00  5.42552251e-09  4.01156250e+00  4.58313733e-09  5.24427616e+00 
 5.80444550e+08  1.03760741e-10  2.19186547e+00  5.42670208e-09  4.19647223e+00  4.58418629e-09  5.48446893e+00 
 6.07938580e+08  1.03759898e-10  2.29463410e+00  5.42797209e-09  4.38924720e+00  4.58531406e-09  5.73457531e+00 
 6.36734925e+08  1.03758974e-10  2.40211515e+00  5.42933884e-09  4.59010874e+00  4.58652596e-09  5.99481596e+00 
 6.66895272e+08  1.03757960e-10  2.51450907e+00  5.43080912e-09  4.79926522e+00  4.58782780e-09  6.26538398e+00 
 6.98484230e+08  1.03756847e-10  2.63202254e+00  5.43239032e-09  5.01690834e+00  4.58922588e-09  6.54643893e+00 
 7.31569468e+08  1.03755626e-10  2.75486827e+00  5.43409051e-09  5.24320903e+00  4.59072710e-09  6.83810024e+00 
 7.66221861e+08  1.03754285e-10  2.88326477e+00  5.43591856e-09  5.47831287e+00  4.59233907e-09  7.14043990e+00 
 8.02515641e+08  1.03752815e-10  3.01743606e+00  5.43788424e-09  5.72233492e+00  4.59407021e-09  7.45347462e+00 
 8.40528555e+08  1.03751201e-10  3.15761120e+00  5.43999838e-09  5.97535414e+00  4.59592984e-09  7.77715726e+00 
 8.80342035e+08  1.03749430e-10  3.30402385e+00  5.44227299e-09  6.23740720e+00  4.59792838e-09  8.11136765e+00 
 9.22041367e+08  1.03747488e-10  3.45691154e+00  5.44472144e-09  6.50848176e+00  4.60007740e-09  8.45590280e+00 
 9.65715880e+08  1.03745357e-10  3.61651499e+00  5.44735865e-09  6.78850914e+00  4.60238989e-09  8.81046665e+00 
 1.01145913e+09  1.03743020e-10  3.78307712e+00  5.45020126e-09  7.07735651e+00  4.60488035e-09  9.17465917e+00 
 1.05936911e+09  1.03740456e-10  3.95684195e+00  5.45326788e-09  7.37481843e+00  4.60756499e-09  9.54796528e+00 
 1.10954846e+09  1.03737645e-10  4.13805337e+00  5.45657928e-09  7.68060801e+00  4.61046196e-09  9.92974346e+00 
 1.16210465e+09  1.03734562e-10  4.32695354e+00  5.46015866e-09  7.99434753e+00  4.61359157e-09  1.03192143e+01 
 1.21715029e+09  1.03731183e-10  4.52378123e+00  5.46403196e-09  8.31555875e+00  4.61697647e-09  1.07154492e+01 
 1.27480328e+09  1.03727480e-10  4.72876979e+00  5.46822805e-09  8.64365298e+00  4.62064198e-09  1.11173599e+01 
 1.33518714e+09  1.03723421e-10  4.94214487e+00  5.47277918e-09  8.97792115e+00  4.62461629e-09  1.15236885e+01 
 1.39843121e+09  1.03718975e-10  5.16412187e+00  5.47772121e-09  9.31752393e+00  4.62893084e-09  1.19329986e+01 
 1.46467097e+09  1.03714105e-10  5.39490304e+00  5.48309409e-09  9.66148241e+00  4.63362060e-09  1.23436690e+01 
 1.53404832e+09  1.03708773e-10  5.63467426e+00  5.48894222e-09  1.00086695e+01  4.63872446e-09  1.27538891e+01 
 1.60671189e+09  1.03702936e-10  5.88360149e+00  5.49531497e-09  1.03578024e+01  4.64428565e-09  1.31616572e+01 
 1.68281732e+09  1.03696549e-10  6.14182685e+00  5.50226717e-09  1.07074368e+01  4.65035221e-09  1.35647825e+01 
 1.76252766e+09  1.03689562e-10  6.40946436e+00  5.50985974e-09  1.10559633e+01  4.65697749e-09  1.39608916e+01 
 1.84601365e+09  1.03681922e-10  6.68659540e+00  5.51816038e-09  1.14016059e+01  4.66422077e-09  1.43474390e+01 
 1.93345414e+09  1.03673571e-10  6.97326378e+00  5.52724427e-09  1.17424241e+01  4.67214792e-09  1.47217236e+01 
 2.02503643e+09  1.03664448e-10  7.26947063e+00  5.53719501e-09  1.20763189e+01  4.68083217e-09  1.50809105e+01 
 2.12095673e+09  1.03654485e-10  7.57516910e+00  5.54810559e-09  1.24010425e+01  4.69035498e-09  1.54220586e+01 
 2.22142050e+09  1.03643611e-10  7.89025887e+00  5.56007951e-09  1.27142127e+01  4.70080706e-09  1.57421545e+01 
 2.32664295e+09  1.03631748e-10  8.21458081e+00  5.57323213e-09  1.30133329e+01  4.71228956e-09  1.60381514e+01 
 2.43684950e+09  1.03618816e-10  8.54791167e+00  5.58769218e-09  1.32958162e+01  4.72491535e-09  1.63070137e+01 
 2.55227623e+09  1.03604727e-10  8.88995915e+00  5.60360350e-09  1.35590151e+01  4.73881061e-09  1.65457651e+01 
 2.67317039e+09  1.03589388e-10  9.24035753e+00  5.62112708e-09  1.38002565e+01  4.75411666e-09  1.67515401e+01 
 2.79979097e+09  1.03572700e-10  9.59866402e+00  5.64044345e-09  1.40168795e+01  4.77099205e-09  1.69216367e+01 
 2.93240922e+09  1.03554560e-10  9.96435617e+00  5.66175545e-09  1.42062783e+01  4.78961502e-09  1.70535684e+01 
 3.07130921e+09  1.03534859e-10  1.03368306e+01  5.68529153e-09  1.43659456e+01  4.81018648e-09  1.71451143e+01 
 3.21678851e+09  1.03513484e-10  1.07154035e+01  5.71130960e-09  1.44935187e+01  4.83293338e-09  1.71943648e+01 
 3.36915876e+09  1.03490316e-10  1.10993128e+01  5.74010161e-09  1.45868229e+01  4.85811292e-09  1.71997602e+01 
 3.52874636e+09  1.03465233e-10  1.14877226e+01  5.77199907e-09  1.46439143e+01  4.88601735e-09  1.71601224e+01 
 3.69589317e+09  1.03438110e-10  1.18797309e+01  5.80737958e-09  1.46631176e+01  4.91697997e-09  1.70746755e+01 
 3.87095726e+09  1.03408819e-10  1.22743784e+01  5.84667479e-09  1.46430576e+01  4.95138219e-09  1.69430573e+01 
 4.05431365e+09  1.03377232e-10  1.26706623e+01  5.89038004e-09  1.45826845e+01  4.98966226e-09  1.67653181e+01 
 4.24635511e+09  1.03343222e-10  1.30675509e+01  5.93906612e-09  1.44812897e+01  5.03232591e-09  1.65419087e+01 
 4.44749304e+09  1.03306662e-10  1.34640029e+01  5.99339381e-09  1.43385127e+01  5.07995950e-09  1.62736583e+01 
 4.65815830e+09  1.03267434e-10  1.38589876e+01  6.05413186e-09  1.41543381e+01  5.13324636e-09  1.59617413e+01 
 4.87880219e+09  1.03225421e-10  1.42515087e+01  6.12217953e-09  1.39290829e+01  5.19298729e-09  1.56076364e+01 
 5.10989736e+09  1.03180520e-10  1.46406287e+01  6.19859502e-09  1.36633746e+01  5.26012660e-09  1.52130794e+01 
 5.35193887e+09  1.03132639e-10  1.50254949e+01  6.28463168e-09  1.33581210e+01  5.33578529e-09  1.47800108e+01 
 5.60544519e+09  1.03081702e-10  1.54053651e+01  6.38178468e-09  1.30144737e+01  5.42130394e-09  1.43105213e+01 
 5.87095941e+09  1.03027651e-10  1.57796325e+01  6.49185163e-09  1.26337859e+01  5.51829883e-09  1.38067964e+01 
 6.14905028e+09  1.02970454e-10  1.61478482e+01  6.61701255e-09  1.22175668e+01  5.62873610e-09  1.32710627e+01 
 6.44031354e+09  1.02910102e-10  1.65097420e+01  6.75993651e-09  1.17674346e+01  5.75503120e-09  1.27055372e+01 
 6.74537312e+09  1.02846621e-10  1.68652376e+01  6.92392603e-09  1.12850694e+01  5.90018429e-09  1.21123811e+01 
 7.06488252e+09  1.02780068e-10  1.72144644e+01  7.11311555e-09  1.07721685e+01  6.06796750e-09  1.14936585e+01 
 7.39952619e+09  1.02710541e-10  1.75577632e+01  7.33274923e-09  1.02304035e+01  6.26318861e-09  1.08513017e+01 
 7.75002098e+09  1.02638177e-10  1.78956862e+01  7.58957692e-09  9.66138351e+00  6.49206993e-09  1.01870829e+01 
 8.11711773e+09  1.02563158e-10  1.82289912e+01  7.89243109e-09  9.06662169e+00  6.76280487e-09  9.50259233e+00 
 8.50160282e+09  1.02485714e-10  1.85586292e+01  8.25308714e-09  8.44750867e+00  7.08639598e-09  8.79922263e+00 
 8.90429990e+09  1.02406119e-10  1.88857275e+01  8.68758074e-09  7.80529103e+00  7.47795252e-09  8.07815947e+00 
 9.32607160e+09  1.02324699e-10  1.92115670e+01  9.21828492e-09  7.14105581e+00  7.95876256e-09  7.34037728e+00 
 9.76782145e+09  1.02241825e-10  1.95375556e+01  9.87729204e-09  6.45572042e+00  8.55971754e-09  6.58663984e+00 
 1.02304957e+10  1.02157914e-10  1.98651986e+01  1.07121141e-08  5.75002745e+00  9.32718432e-09  5.81750468e+00 
 1.07150856e+10  1.02073429e-10  2.01960664e+01  1.17956225e-08  5.02454392e+00  1.03334468e-08  5.03333072e+00 
 1.12226292e+10  1.01988871e-10  2.05317620e+01  1.32438094e-08  4.27966401e+00  1.16957435e-08  4.23428823e+00 
 1.17542136e+10  1.01904777e-10  2.08738868e+01  1.52469030e-08  3.51561472e+00  1.36099618e-08  3.42037027e+00 
 1.23109777e+10  1.01821717e-10  2.12240089e+01  1.81114117e-08  2.73246354e+00  1.63916505e-08  2.59140512e+00 
 1.28941142e+10  1.01740285e-10  2.15836314e+01  2.21841566e-08  1.93012734e+00  2.03090700e-08  1.74706877e+00 
 1.35048722e+10  1.01661097e-10  2.19541641e+01  2.61254536e-08  1.10838192e+00  2.25584138e-08  8.86897068e-01 
 1.41445601e+10  1.01584782e-10  2.23368973e+01  1.26478142e-08  2.66871372e-01  4.51101079e-10  1.02970550e-02 
 1.48145483e+10  1.01511983e-10  2.27329792e+01 -2.15460396e-08 -5.94883053e-01 -2.09494998e-08 -8.83442958e-01 
 1.55162719e+10  1.01443347e-10  2.31433966e+01 -2.19720737e-08 -1.47747516e+00 -1.72887998e-08 -1.79514478e+00 
 1.62512341e+10  1.01379524e-10  2.35689593e+01 -1.63003032e-08 -2.38160729e+00 -1.26596028e-08 -2.72573334e+00 
 1.70210095e+10  1.01321167e-10  2.40102885e+01 -1.21954086e-08 -3.30808535e+00 -9.54223309e-09 -3.67623145e+00 
 1.78272469e+10  1.01268927e-10  2.44678091e+01 -9.44439163e-09 -4.25781530e+00 -7.45213205e-09 -4.64775611e+00 
 1.86716736e+10  1.01223461e-10  2.49417454e+01 -7.53618291e-09 -5.23180130e+00 -5.98809567e-09 -5.64151656e+00 
 1.95560984e+10  1.01185425e-10  2.54321212e+01 -6.15555465e-09 -6.23114519e+00 -4.91822726e-09 -6.65881358e+00 
 2.04824159e+10  1.01155487e-10  2.59387631e+01 -5.11960701e-09 -7.25704729e+00 -4.10852876e-09 -7.70104015e+00 
 2.14526105e+10  1.01134327e-10  2.64613073e+01 -4.31886418e-09 -8.31080826e+00 -3.47817613e-09 -8.76968311e+00 
 2.24687605e+10  1.01122650e-10  2.69992098e+01 -3.68485288e-09 -9.39383178e+00 -2.97611296e-09 -9.86632555e+00 
 2.35330426e+10  1.01121186e-10  2.75517589e+01 -3.17290693e-09 -1.05076279e+01 -2.56871019e-09 -1.09926500e+01 
 2.46477368e+10  1.01130709e-10  2.81180908e+01 -2.75278650e-09 -1.16538168e+01 -2.23299887e-09 -1.21504418e+01 
 2.58152310e+10  1.01152045e-10  2.86972059e+01 -2.40334848e-09 -1.28341328e+01 -1.95279329e-09 -1.33415929e+01 
 2.70380260e+10  1.01186085e-10  2.92879871e+01 -2.10939272e-09 -1.40504284e+01 -1.71637651e-09 -1.45681059e+01 
 2.83187415e+10  1.01233799e-10  2.98892174e+01 -1.85972462e-09 -1.53046782e+01 -1.51506637e-09 -1.58320977e+01 
 2.96601208e+10  1.01296254e-10  3.04995974e+01 -1.64592429e-09 -1.65989833e+01 -1.34229727e-09 -1.71358038e+01 
 3.10650375e+10  1.01374627e-10  3.11177604e+01 -1.46154082e-09 -1.79355746e+01 -1.19301469e-09 -1.84815820e+01 
 3.25365012e+10  1.01470230e-10  3.17422853e+01 -1.30155070e-09 -1.93168169e+01 -1.06326557e-09 -1.98719161e+01 
 3.40776639e+10  1.01584522e-10  3.23717053e+01 -1.16198498e-09 -2.07452121e+01 -9.49914673e-10 -2.13094199e+01 
 3.56918273e+10  1.01719138e-10  3.30045116e+01 -1.03966723e-09 -2.22234030e+01 -8.50444048e-10 -2.27968411e+01 
 3.73824490e+10  1.01875913e-10  3.36391522e+01 -9.32025722e-10 -2.37541763e+01 -7.62808697e-10 -2.43370649e+01 
 3.91531507e+10  1.02056903e-10  3.42740244e+01 -8.36956542e-10 -2.53404666e+01 -6.85330866e-10 -2.59331183e+01 
 4.10077256e+10  1.02264425e-10  3.49074605e+01 -7.52722268e-10 -2.69853597e+01 -6.16621467e-10 -2.75881738e+01 
 4.29501465e+10  1.02501084e-10  3.55377079e+01 -6.77875867e-10 -2.86920968e+01 -5.55520852e-10 -2.93055546e+01 
 4.49845744e+10  1.02769815e-10  3.61629020e+01 -6.11202816e-10 -3.04640781e+01 -5.01053613e-10 -3.10887386e+01 
 4.71153675e+10  1.03073930e-10  3.67810349e+01 -5.51676554e-10 -3.23048678e+01 -4.52393676e-10 -3.29413642e+01 
 4.93470903e+10  1.03417168e-10  3.73899180e+01 -4.98423815e-10 -3.42181993e+01 -4.08837056e-10 -3.48672352e+01 
 5.16845235e+10  1.03803761e-10  3.79871411e+01 -4.50697374e-10 -3.62079801e+01 -3.69780381e-10 -3.68703278e+01 
 5.41326744e+10  1.04238502e-10  3.85700288e+01 -4.07854433e-10 -3.82782985e+01 -3.34703816e-10 -3.89547966e+01 
 5.66967873e+10  1.04726837e-10  3.91355946e+01 -3.69339308e-10 -4.04334300e+01 -3.03157349e-10 -4.11249822e+01 
 5.93823550e+10  1.05274964e-10  3.96804940e+01 -3.34669469e-10 -4.26778449e+01 -2.74749714e-10 -4.33854187e+01 
 6.21951306e+10  1.05889962e-10  4.02009775e+01 -3.03424186e-10 -4.50162161e+01 -2.49139352e-10 -4.57408428e+01 
 6.51411394e+10  1.06579941e-10  4.06928432e+01 -2.75235231e-10 -4.74534280e+01 -2.26027007e-10 -4.81962021e+01 
 6.82266924e+10  1.07354230e-10  4.11513905e+01 -2.49779210e-10 -4.99945858e+01 -2.05149598e-10 -5.07566656e+01 
 7.14583994e+10  1.08223599e-10  4.15713735e+01 -2.26771212e-10 -5.26450256e+01 -1.86275138e-10 -5.34276337e+01 
 7.48431833e+10  1.09200546e-10  4.19469553e+01 -2.05959494e-10 -5.54103249e+01 -1.69198477e-10 -5.62147490e+01 
 7.83882949e+10  1.10299648e-10  4.22716612e+01 -1.87121031e-10 -5.82963142e+01 -1.53737726e-10 -5.91239083e+01 
 8.21013285e+10  1.11538001e-10  4.25383312e+01 -1.70057760e-10 -6.13090885e+01 -1.39731242e-10 -6.21612748e+01 
 8.59902381e+10  1.12935780e-10  4.27390717e+01 -1.54593388e-10 -6.44550205e+01 -1.27035054e-10 -6.53332904e+01 
 9.00633544e+10  1.14516965e-10  4.28652036e+01 -1.40570684e-10 -6.77407735e+01 -1.15520684e-10 -6.86466901e+01 
 9.43294028e+10  1.16310266e-10  4.29072089e+01 -1.27849150e-10 -7.11733152e+01 -1.05073262e-10 -7.21085154e+01 
 9.87975220e+10  1.18350351e-10  4.28546742e+01 -1.16303027e-10 -7.47599326e+01 -9.55899185e-11 -7.57261295e+01 
 1.03477283e+11  1.20679465e-10  4.26962304e+01 -1.05819572e-10 -7.85082469e+01 -8.69783876e-11 -7.95072325e+01 
 1.08378712e+11  1.23349628e-10  4.24194906e+01 -9.62975638e-11 -8.24262299e+01 -7.91557983e-11 -8.34598781e+01 
 1.13512307e+11  1.26425621e-10  4.20109852e+01 -8.76460061e-11 -8.65222202e+01 -7.20476225e-11 -8.75924901e+01 
 1.18889067e+11  1.29989168e-10  4.14560949e+01 -7.97829973e-11 -9.08049415e+01 -6.55867565e-11 -9.19138806e+01 
 1.24520509e+11  1.34144865e-10  4.07389839e+01 -7.26347389e-11 -9.52835203e+01 -5.97127162e-11 -9.64332683e+01 
